"ID_EXECUTION"|"INI_EXECUTION"|"END_EXECUTION"|"STATUS"|"DESCR_ERR"|"EMAIL_SENT"|"EMAIL_DATE"|"ENVIRONMENT"|"OUTPUT"|"ID_BOT"|"HOST_NAME"|"COUNT_EXEC"|"COUNTRY"|"EXTERNAL_ID"|"PROCESS_NAME"|"PROCESS_VERSION"|"FOLDER_NAME"|"CURRENT_USER"|"BOT_SOX"|"SYNCED_ULTRON"
1012850|"29/05/2026 08:23:32"|"29/05/2026 08:24:21"|1|[NULL]|"1"|"29/05/2026 08:24:21"|"3"|[NULL]|200|AWS-RPAP-006|6|BR|be0c85bb-cbe9-435b-88bc-a45e94d580b9|"200.AML.Workload.Qualidade.AML-CFT.AML.VMNUINVEST"|"1.0.8"|CoE Ops - BR/Nuinvest/AML-CFT||"0"|"1"
1012848|"29/05/2026 08:23:04"|"29/05/2026 08:23:10"|1|[NULL]|"1"|"29/05/2026 08:23:10"|"3"|[NULL]|35|AWS-RPAP-006|0|BR|"59ec27e2-c15f-49a5-b555-83c5e8f5875c"|"035.CX.Geracao.notas.clientes"|"2.0.31"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012839|"29/05/2026 08:14:59"|"29/05/2026 08:21:01"|1|[NULL]|"1"|"29/05/2026 08:21:01"|"3"|[NULL]|240|EC2AMAZ-EEDQ776|7|BR||||||"0"|"1"
1012835|"29/05/2026 08:12:35"|"29/05/2026 08:22:41"|1|[NULL]|"1"|"29/05/2026 08:22:41"|"3"|[NULL]|119|AWS-RPAP-006|8|BR|"4a1bb3aa-506d-4434-b7fd-367776e593fd"|"119.CXC.Blank.Emails.Zendesk.VAMNUINVEST"|"1.0.34"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012834|"29/05/2026 08:11:44"|"29/05/2026 08:12:11"|1|[NULL]|"1"|"29/05/2026 08:12:11"|"3"|[NULL]|182|AWS-RPAP-006|3|BR|c4f6bc83-74fa-4052-b28b-7095fd2c6f2e|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012814|"29/05/2026 07:54:02"|"29/05/2026 11:53:43"|1|[NULL]|"1"|"29/05/2026 11:53:43"|"3"|[NULL]|130|AWS-RPAP-004|51|BR|"81dd492f-cd94-471f-b669-4c84327b21b8"|"130.CX.Relatorios.Notas.VIRTUAL.SPB"|"1.1.2"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\automacao.moperacoes|"0"|"1"
1012804|"29/05/2026 07:37:07"|"29/05/2026 10:02:54"|1|[NULL]|"1"|"29/05/2026 10:02:54"|"3"|[NULL]|235|EC2AMAZ-9TPRIDL|172|BR||||||"0"|"1"
1012803|"29/05/2026 07:35:36"|"29/05/2026 07:36:16"|1|[NULL]|"1"|"29/05/2026 07:36:16"|"3"|[NULL]|259|EC2AMAZ-9TPRIDL|0|BR|ab1a69d6-9c01-4f6c-b961-849b7716a8c9|"259.JUD.Quality.Broker.Automation"|"1.0.6"|CoE Ops - BR/Nubank/Jud Orders|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012796|"29/05/2026 07:19:35"|"29/05/2026 08:11:20"|1|[NULL]|"1"|"29/05/2026 08:11:20"|"3"|[NULL]|127|AWS-RPAP-006|49|BR|cac89d52-3acb-4597-9533-6eb57972e030|"127.ROP.Sanctions.Phase2"|"1.0.10"|CoE Ops - BR/Nuinvest/ROP - Regulatory Operations|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012795|"29/05/2026 07:17:05"|"29/05/2026 07:19:11"|1|[NULL]|"1"|"29/05/2026 07:19:11"|"3"|[NULL]|125|AWS-RPAP-006|48|BR||||||"0"|"1"
1012793|"29/05/2026 07:15:29"|"29/05/2026 07:16:47"|1|[NULL]|"1"|"29/05/2026 07:16:47"|"3"|[NULL]|153|AWS-RPAP-006|70|BR|"805ea721-c7a0-46a7-bcbd-90ee411c5966"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012791|"29/05/2026 07:13:41"|"29/05/2026 07:15:06"|1|[NULL]|"1"|"29/05/2026 07:15:06"|"3"|[NULL]|95|AWS-RPAP-006|0|BR|"4ff492b3-acb6-48b3-abe2-6f1d4941c518"|"095.ROP.Taxa.Inatividade.B3.SINCAD"|"1.0.32"|CoE Ops - BR/Nuinvest/AML-CFT|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012781|"29/05/2026 07:07:14"|"29/05/2026 07:13:03"|1|[NULL]|"1"|"29/05/2026 07:13:03"|"3"|[NULL]|96|AWS-RPAP-006|1|BR||||||"0"|"1"
1012750|"29/05/2026 05:48:31"|"29/05/2026 11:14:09"|1|[NULL]|"1"|"29/05/2026 11:14:09"|"3"|[NULL]|210|EC2AMAZ-ERHGKPJ|116|BR|"4cf8bbd9-96b5-401d-9f89-0ef31852cc53"|"210.OMB.Tickets.Classification"|"1.0.71"|CoE Ops - BR/Nubank/CompSol/210||"0"|"1"
1012746|"29/05/2026 05:27:29"|"29/05/2026 08:14:38"|1|[NULL]|"1"|"29/05/2026 08:14:38"|"3"|[NULL]|93|EC2AMAZ-EEDQ776|1000|BR|d14029ac-80b6-4939-a61b-5f2cce592234|"093.ROP.Analise.Erros.Sincad.Nubank"|"1.0.18"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012745|"29/05/2026 05:16:01"|"29/05/2026 11:13:49"|1|[NULL]|"1"|"29/05/2026 11:13:49"|"3"|[NULL]|210|EC2AMAZ-AMINDJ4|388|BR|f106d723-6b11-4eab-a62a-d5647f8ef93b|"210.OMB.Tickets.Classification"|"1.0.71"|CoE Ops - BR/Nubank/CompSol/210||"0"|"1"
1012739|"29/05/2026 05:01:22"|"29/05/2026 07:06:33"|1|[NULL]|"1"|"29/05/2026 07:06:33"|"3"|[NULL]|157|AWS-RPAP-006|209|BR|"958c1989-4248-48c2-900b-a5e294fd819e"|"157.LGL.Payments.Receipt"|"1.0.29"|CoE Ops - BR/Nuinvest/Legal|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012737|"29/05/2026 05:00:32"|"29/05/2026 05:01:01"|1|[NULL]|"1"|"29/05/2026 05:01:01"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|d5474d71-4d6a-4c35-86bd-494d20eed01d|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012734|"29/05/2026 04:46:08"|"29/05/2026 07:30:47"|1|[NULL]|"1"|"29/05/2026 07:30:47"|"3"|[NULL]|273|EC2AMAZ-9TPRIDL|5707|BR|"9ca154df-2db7-49e6-9954-b132fb5c7736"|"273.AML.Varys"|"1.0.18"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012733|"29/05/2026 04:31:28"|"29/05/2026 04:31:47"|1|[NULL]|"1"|"29/05/2026 04:31:47"|"3"|[NULL]|153|AWS-RPAP-006|6|BR|d936f9da-fc65-49a7-b850-72ddd264ac06|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012730|"29/05/2026 04:30:30"|"29/05/2026 04:31:06"|1|[NULL]|"1"|"29/05/2026 04:31:06"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|cc9e5cb3-7bcc-4c64-844c-eadde882386b|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012729|"29/05/2026 04:25:49"|"29/05/2026 04:45:17"|1|[NULL]|"1"|"29/05/2026 04:45:17"|"3"|[NULL]|173|EC2AMAZ-9TPRIDL|127|BR|"31bd9701-befe-4580-b3d7-c9b0db32dc55"|"173.CX.Declaracao.Collections"|"1.0.24"|CoE Ops - BR/Nubank/Ops PF||"0"|"1"
1012728|"29/05/2026 04:13:01"|"29/05/2026 05:27:04"|1|[NULL]|"1"|"29/05/2026 05:27:04"|"3"|[NULL]|219|EC2AMAZ-EEDQ776|58|BR|"6b23397b-65b7-401a-8417-8bc0e841aa1d"|"219.AML.Aplicacao.De.OCR.Em.EDD.PF"|"1.0.16"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012727|"29/05/2026 04:10:53"|"29/05/2026 04:10:59"|1|[NULL]|"1"|"29/05/2026 04:10:59"|"3"|[NULL]|35|AWS-RPAP-006|0|BR|"7c32d5f1-665e-4526-8ac7-8f95449582d5"|"035.CX.Geracao.notas.clientes"|"2.0.31"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012726|"29/05/2026 04:10:09"|"29/05/2026 04:10:32"|1|[NULL]|"1"|"29/05/2026 04:10:32"|"3"|[NULL]|153|AWS-RPAP-006|7|BR|"0ce8f836-027e-46ef-b3d7-86ff997696d7"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012725|"29/05/2026 04:09:21"|"29/05/2026 04:09:46"|1|[NULL]|"1"|"29/05/2026 04:09:46"|"3"|[NULL]|182|AWS-RPAP-006|3|BR|"3deaa11c-d0be-4795-aa45-2e721b9dce46"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012718|"29/05/2026 04:00:28"|"29/05/2026 04:08:58"|1|[NULL]|"1"|"29/05/2026 04:08:58"|"3"|[NULL]|119|AWS-RPAP-006|2|BR|ed69e5a2-0196-4d21-b5e5-21d961ee3f93|"119.CXC.Blank.Emails.Zendesk.VAMNUINVEST"|"1.0.34"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012714|"29/05/2026 03:31:17"|"29/05/2026 03:31:41"|1|[NULL]|"1"|"29/05/2026 03:31:41"|"3"|[NULL]|153|AWS-RPAP-006|9|BR|"131ed49d-50be-48f6-9633-1d3952a964f1"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012713|"29/05/2026 03:31:17"|"29/05/2026 10:26:28"|1|[NULL]|"1"|"29/05/2026 10:26:28"|"3"|[NULL]|156|EC2AMAZ-NLK1TA2|241|BR|"5f99a974-a6a1-4d7f-b144-7a745c714e37"|"156.ROP.Executa.STA.Nubank"|"1.0.14"|CoE Ops - BR/Nubank/Jud Orders|ssmwindows\automacao.moperacoes|"0"|"1"
1012711|"29/05/2026 03:30:31"|"29/05/2026 03:30:56"|1|[NULL]|"1"|"29/05/2026 03:30:56"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|"11652968-922d-4b6d-bc8e-f06b4d3316ce"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012707|"29/05/2026 03:02:09"|"29/05/2026 03:05:06"|1|[NULL]|"1"|"29/05/2026 03:05:06"|"3"|[NULL]|287|AWS-RPAP-006|242|BR|"15698cbd-7547-475b-bd6d-7c5f995181cd"|"287.COMPSOL.Fake.Profile.Monitoring.VMNUINVEST"|"1.0.2"|CoE Ops - BR/Nuinvest/CompSol|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012704|"29/05/2026 03:01:22"|"29/05/2026 03:01:43"|1|[NULL]|"1"|"29/05/2026 03:01:43"|"3"|[NULL]|153|AWS-RPAP-006|8|BR|"85cd966f-d9d5-4fcb-a086-77af2e3e7516"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012701|"29/05/2026 03:00:33"|"29/05/2026 03:01:00"|1|[NULL]|"1"|"29/05/2026 03:01:00"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|f718d3de-c2e6-4cbf-80e9-d0f230601696|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012697|"29/05/2026 02:31:16"|"29/05/2026 02:31:36"|1|[NULL]|"1"|"29/05/2026 02:31:36"|"3"|[NULL]|153|AWS-RPAP-006|6|BR|"57fa1c96-b9cf-4356-9128-f807200d9954"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012695|"29/05/2026 02:30:31"|"29/05/2026 02:30:55"|1|[NULL]|"1"|"29/05/2026 02:30:55"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|"68379236-f44d-4933-b2dc-0f287d5eca52"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012694|"29/05/2026 02:11:04"|"29/05/2026 02:11:10"|1|[NULL]|"1"|"29/05/2026 02:11:10"|"3"|[NULL]|35|AWS-RPAP-006|0|BR|"1b232697-0a08-456a-a0d8-2c2d57d41778"|"035.CX.Geracao.notas.clientes"|"2.0.31"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012693|"29/05/2026 02:10:19"|"29/05/2026 02:10:39"|1|[NULL]|"1"|"29/05/2026 02:10:39"|"3"|[NULL]|153|AWS-RPAP-006|7|BR|"6530c723-c451-4d8f-8e04-5f358e2e9e46"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012692|"29/05/2026 02:09:31"|"29/05/2026 02:09:58"|1|[NULL]|"1"|"29/05/2026 02:09:58"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|"5a48b09a-c8dd-4181-aed8-7c89a72cb98e"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012684|"29/05/2026 02:00:28"|"29/05/2026 02:09:02"|1|[NULL]|"1"|"29/05/2026 02:09:02"|"3"|[NULL]|119|AWS-RPAP-006|9|BR|"8c5e36c7-a151-4c05-a372-36383ae8fa7d"|"119.CXC.Blank.Emails.Zendesk.VAMNUINVEST"|"1.0.34"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012680|"29/05/2026 01:31:18"|"29/05/2026 01:31:42"|1|[NULL]|"1"|"29/05/2026 01:31:42"|"3"|[NULL]|153|AWS-RPAP-006|11|BR|a4eea720-eeb0-41d6-8943-951eebe82781|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012678|"29/05/2026 01:30:31"|"29/05/2026 01:30:57"|1|[NULL]|"1"|"29/05/2026 01:30:57"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|"3840ee07-072c-4282-af71-588de5e0e676"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012676|"29/05/2026 01:10:29"|"29/05/2026 01:10:36"|1|[NULL]|"1"|"29/05/2026 01:10:36"|"3"|[NULL]|35|AWS-RPAP-006|0|BR|ba1fc5b4-8af4-4140-88c4-f95a33f3423c|"035.CX.Geracao.notas.clientes"|"2.0.31"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012675|"29/05/2026 01:08:51"|"29/05/2026 01:10:07"|1|[NULL]|"1"|"29/05/2026 01:10:07"|"3"|[NULL]|153|AWS-RPAP-006|66|BR|a8b611ed-ca98-4a47-b693-d64da466309e|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012674|"29/05/2026 01:07:57"|"29/05/2026 01:08:29"|1|[NULL]|"1"|"29/05/2026 01:08:29"|"3"|[NULL]|182|AWS-RPAP-006|4|BR|"762d774e-2ec0-4123-9fd8-1dd50ccc0777"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012661|"29/05/2026 00:12:09"|"29/05/2026 00:58:58"|1|[NULL]|"1"|"29/05/2026 00:58:58"|"3"|[NULL]|235|EC2AMAZ-NLK1TA2|641|BR||||||"0"|"1"
1012660|"29/05/2026 00:11:51"|"29/05/2026 01:07:34"|1|[NULL]|"1"|"29/05/2026 01:07:34"|"3"|[NULL]|61|AWS-RPAP-006|154|BR|"55c1c373-5c80-4acb-b678-f3ced0a6dd47"|"061.ROP.Insumos.Quebra.Sigilo.v2.Nuinvest"|"1.0.13"|CoE Ops - BR/Nuinvest/Jud Orders|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012653|"29/05/2026 00:00:29"|"29/05/2026 00:11:20"|1|[NULL]|"1"|"29/05/2026 00:11:20"|"3"|[NULL]|119|AWS-RPAP-006|11|BR|"7eb43931-5b66-4106-bd1c-2c701fe33311"|"119.CXC.Blank.Emails.Zendesk.VAMNUINVEST"|"1.0.34"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012650|"28/05/2026 23:55:02"|"29/05/2026 00:12:00"|1|[NULL]|"1"|"29/05/2026 00:12:00"|"3"|[NULL]|154|EC2AMAZ-NLK1TA2|450|BR|"19fbf610-79f9-479d-9299-212862d04ece"|"154.RegSol.Receiving.Procon.Cases"|"1.0.17"|CoE Ops - BR/Nubank/Jud Orders|ssmwindows\automacao.moperacoes|"0"|"1"
1012649|"28/05/2026 23:50:48"|"29/05/2026 04:12:34"|1|[NULL]|"1"|"29/05/2026 04:12:34"|"3"|[NULL]|160|EC2AMAZ-EEDQ776|99|||||||"0"|"1"
1012648|"28/05/2026 23:42:57"|"28/05/2026 23:50:29"|1|[NULL]|"1"|"28/05/2026 23:50:29"|"3"|[NULL]|167|EC2AMAZ-EEDQ776|12|BR|"139126a5-da82-48e5-9cb2-e8fd5e36062e"|"167.RegSol.Reativacao.Contas.JIRA"|"1.0.17"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012646|"28/05/2026 23:32:21"|"28/05/2026 23:42:31"|1|[NULL]|"1"|"28/05/2026 23:42:31"|"3"|[NULL]|172|EC2AMAZ-EEDQ776|193|BR|ad54cf26-34d7-499c-b051-aaea6e0ebb8d|"172.AML.CFT.CPF.Irregular.EMS"|"1.0.31"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012645|"28/05/2026 23:31:37"|"28/05/2026 23:31:52"|1|[NULL]|"0"||"3"|[NULL]|199|EC2AMAZ-EEDQ776|0|BR|"035bcb3d-1ffb-43e2-93a8-8a877a9ca06e"|"199.CX.Alteracao.Telefone.EMS"|"1.0.5"|CoE Ops - BR/Nubank/Ops PF||"0"|"1"
1012644|"28/05/2026 23:31:18"|"28/05/2026 23:32:19"|1|[NULL]|"1"|"28/05/2026 23:32:19"|"3"|[NULL]|153|AWS-RPAP-006|49|BR|c0a2dc3b-5f53-4b64-b67a-10cfb354425d|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012641|"28/05/2026 23:30:32"|"28/05/2026 23:30:54"|1|[NULL]|"1"|"28/05/2026 23:30:54"|"3"|[NULL]|182|AWS-RPAP-006|1|BR|c2ad5235-5b9f-480b-8758-42b403a9265c|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012639|"28/05/2026 23:12:12"|"29/05/2026 07:52:44"|1|[NULL]|"1"|"29/05/2026 07:52:44"|"3"|[NULL]|130|AWS-RPAP-004|105|BR|bfc5a6d6-c64b-4924-9601-651883aab3d0|"130.CX.Relatorios.Notas.VIRTUAL.SPB"|"1.1.2"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\automacao.moperacoes|"0"|"1"
1012632|"28/05/2026 23:01:17"|"28/05/2026 23:02:11"|1|[NULL]|"1"|"28/05/2026 23:02:11"|"3"|[NULL]|153|AWS-RPAP-006|43|BR|"59f953c8-0809-4b62-961a-9c613a5bdc55"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012629|"28/05/2026 23:00:32"|"28/05/2026 23:00:56"|1|[NULL]|"1"|"28/05/2026 23:00:56"|"3"|[NULL]|182|AWS-RPAP-006|3|BR|be546a16-23a8-4092-80c4-0385ab8e0ae5|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012624|"28/05/2026 22:31:18"|"28/05/2026 22:32:14"|1|[NULL]|"1"|"28/05/2026 22:32:14"|"3"|[NULL]|153|AWS-RPAP-006|44|BR|"9e3c220c-48da-4f67-9c3c-223d3adeea23"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012622|"28/05/2026 22:30:30"|"28/05/2026 22:30:57"|1|[NULL]|"1"|"28/05/2026 22:30:57"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|f0499cfd-15af-4777-abba-8afc7ef0b2ff|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012620|"28/05/2026 22:15:41"|"28/05/2026 22:15:48"|1|[NULL]|"1"|"28/05/2026 22:15:48"|"3"|[NULL]|35|AWS-RPAP-006|0|BR|b2fdb3c0-2385-4f3f-a7c3-c4b8625ea38a|"035.CX.Geracao.notas.clientes"|"2.0.31"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012619|"28/05/2026 22:13:30"|"28/05/2026 22:15:20"|1|[NULL]|"1"|"28/05/2026 22:15:20"|"3"|[NULL]|153|AWS-RPAP-006|100|BR|ef85ab38-b7bf-4e6c-916b-b5218bf3f74c|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012618|"28/05/2026 22:12:38"|"28/05/2026 22:13:09"|1|[NULL]|"1"|"28/05/2026 22:13:09"|"3"|[NULL]|182|AWS-RPAP-006|2|BR|e4d066c6-6b83-40cd-8533-69c52a429590|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012610|"28/05/2026 22:00:29"|"28/05/2026 22:12:14"|1|[NULL]|"1"|"28/05/2026 22:12:14"|"3"|[NULL]|119|AWS-RPAP-006|9|BR|"478ee1c4-3312-4bd7-a166-e13a1d2a972d"|"119.CXC.Blank.Emails.Zendesk.VAMNUINVEST"|"1.0.34"|CoE Ops - BR/Nuinvest/Ops PF|DOMAIN_TITULO\AUTOMACAO.MOPERACOES|"0"|"1"
1012603|"28/05/2026 21:30:41"|"28/05/2026 21:32:31"|1|[NULL]|"1"|"28/05/2026 21:32:31"|"3"|[NULL]|153|AWS-RPAP-006|100|BR|"0f3ecaac-76e8-44c4-a3d1-18f2e366b2e3"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012602|"28/05/2026 21:30:28"|"28/05/2026 21:30:56"|1|[NULL]|"1"|"28/05/2026 21:30:56"|"3"|[NULL]|182|AWS-RPAP-004|4|BR|"58ed7685-9f42-4aab-831b-466f538109e9"|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012600|"28/05/2026 21:18:29"|"28/05/2026 23:31:04"|1|[NULL]|"1"|"28/05/2026 23:31:04"|"3"|[NULL]|273|EC2AMAZ-EEDQ776|4537|BR|a2323448-143d-4634-b598-9cfea7bad783|"273.AML.Varys"|"1.0.18"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\AUTOMACAO.MOPERACOES|"0"|"1"
1012598|"28/05/2026 21:07:23"|"28/05/2026 23:54:50"|1|[NULL]|"1"|"28/05/2026 23:54:50"|"3"|[NULL]|93|EC2AMAZ-NLK1TA2|1000|BR|aa0ac99c-299e-48d9-b8f2-3581bf55ce89|"093.ROP.Analise.Erros.Sincad.Nubank"|"1.0.18"|CoE Ops - BR/Nubank/AML-CFT|ssmwindows\automacao.moperacoes|"0"|"1"
1012589|"28/05/2026 21:01:19"|"28/05/2026 21:03:11"|1|[NULL]|"1"|"28/05/2026 21:03:11"|"3"|[NULL]|153|AWS-RPAP-006|100|BR|b2f878a0-978b-4244-b7b4-b860fab7d7b7|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
1012586|"28/05/2026 21:00:32"|"28/05/2026 21:00:58"|1|[NULL]|"1"|"28/05/2026 21:00:58"|"3"|[NULL]|182|AWS-RPAP-006|3|BR|bb86959e-269b-4f10-a32d-de92683430ae|"182.OMB.Blank.Emails.Zendesk.VMNUINVEST"|"1.0.6"|CoE Ops - BR/Nuinvest/CompSol||"0"|"1"
1012582|"28/05/2026 20:51:06"|"28/05/2026 21:07:04"|1|[NULL]|"1"|"28/05/2026 21:07:04"|"3"|[NULL]|247|EC2AMAZ-NLK1TA2|1|BR|"96b6450a-dbbc-4bbe-89f2-732fb2400bd8"|"247.COMPSOL.Agencia.Externa"|"1.0.9"|CoE Ops - BR/Nubank/CompSol|ssmwindows\automacao.moperacoes|"0"|"1"
1012580|"28/05/2026 20:36:05"|"28/05/2026 20:50:43"|1|[NULL]|"1"|"28/05/2026 20:50:43"|"3"|[NULL]|282|EC2AMAZ-NLK1TA2|35|BR||||||"0"|"1"
1012579|"28/05/2026 20:35:38"|"29/05/2026 05:47:57"|1|[NULL]|"1"|"29/05/2026 05:47:57"|"3"|[NULL]|210|EC2AMAZ-ERHGKPJ|915|BR|"4680c09d-6a5d-4de3-ac23-c4f365e3f76b"|"210.OMB.Tickets.Classification"|"1.0.71"|CoE Ops - BR/Nubank/CompSol/210||"0"|"1"
1012577|"28/05/2026 20:31:19"|"28/05/2026 20:33:13"|1|[NULL]|"1"|"28/05/2026 20:33:13"|"3"|[NULL]|153|AWS-RPAP-006|100|BR|"0c4ff043-16e1-4185-98cd-cb427a356873"|"153.CX.Roteamento.Emails.Zendesk.VMNUINVEST"|"1.0.7"|CoE Ops - BR/Nuinvest/Ops PF||"0"|"1"
